name,upn,password,groups,oupath,domain_admin
Krista Conner,kristaconner@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Jacqueline Ford,jacquelineford@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Kathy Richards,kathyrichards@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
William Anderson,williamanderson@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Jose Cox,josecox@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Cheryl Green,cherylgreen@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Adam Lowe,adamlowe@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Christopher Hughes,christopherhughes@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Sara Briggs,sarabriggs@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
John Davis,johndavis@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Christine Brown,christinebrown@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Roger Villanueva,rogervillanueva@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Nicholas Lutz,nicholaslutz@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Pamela Davis,pameladavis@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
David Owen,davidowen@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
Anna Miller,annamiller@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Randy Koch,randykoch@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Robert Medina,robertmedina@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Cynthia Irwin,cynthiairwin@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
Anthony Day,anthonyday@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
Christine Walton,christinewalton@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Samuel Ayala,samuelayala@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Patricia Cox,patriciacox@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Joseph Shah,josephshah@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
Anthony Hall,anthonyhall@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Kevin Brown,kevinbrown@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
Billy Perez,billyperez@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
Austin Kent,austinkent@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Christopher Thomas,christopherthomas@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
James Murphy,jamesmurphy@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Barry Brown,barrybrown@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Heather Mcgrath,heathermcgrath@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Cynthia Richards,cynthiarichards@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Michael Russell,michaelrussell@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Tammy Sanders,tammysanders@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Claire Wiley,clairewiley@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Angela Joyce,angelajoyce@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Daniel Murray,danielmurray@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Joe Anderson,joeanderson@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Anne Anderson,anneanderson@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Michael Schwartz,michaelschwartz@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
Kristina Martinez,kristinamartinez@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
John Rodgers,johnrodgers@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Tamara Schmidt,tamaraschmidt@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Rhonda Chen,rhondachen@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Kristy Howell,kristyhowell@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Clifford Solomon,cliffordsolomon@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Patricia Price,patriciaprice@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Kimberly Stanley,kimberlystanley@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Michael Blackwell,michaelblackwell@rtc.local,Timtam-babyorange-158644,Sales,OU=Sales;DC=rtc;DC=local,False
Amy Sutton,amysutton@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Jennifer Scott,jenniferscott@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Melissa Martin,melissamartin@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Brittany Lee,brittanylee@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Reginald Santos,reginaldsantos@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
Charles Barrett,charlesbarrett@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Kimberly Thompson,kimberlythompson@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Donald Cook,donaldcook@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Douglas Wright,douglaswright@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Rhonda Rodriguez,rhondarodriguez@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Robert Collins,robertcollins@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Christopher Brown,christopherbrown@rtc.local,Timtam-babyorange-158644,Legal,OU=Legal;DC=rtc;DC=local,False
Sarah Mcmahon,sarahmcmahon@rtc.local,Timtam-babyorange-158644,Marketing,OU=Marketing;DC=rtc;DC=local,False
Samuel Chapman,samuelchapman@rtc.local,Timtam-babyorange-158644,Engineering,OU=Engineering;DC=rtc;DC=local,False
William Harris,williamharris@rtc.local,Timtam-babyorange-158644,Executive,OU=Executive;DC=rtc;DC=local,False
Linda Vaughn,lindavaughn@rtc.local,Timtam-babyorange-158644,IT,OU=IT;DC=rtc;DC=local,False
